movie_title,domestic_total_gross,release_date,runtime_(mins),rating,genre,distributor,director,producer,production_budget,widest_release_theaters,actors,writers,cinematographers,composers
Class,21667789,1983-07-22 00:00:00,98,R,Comedy,Orion Pictures,,,N/A,844,"Rob Lowe,John Cusack*,Virginia Madsen*",,,Elmer Bernstein
The Class,3766810,2008-12-19 00:00:00,128,PG-13,Foreign,Sony Classics,,,N/A,126,,,,
Class Act,13272113,1992-06-05 00:00:00,98,PG-13,Comedy,Warner Bros.,,Todd Black,N/A,"1,148",,,,
Class Action,24277858,1991-03-15 00:00:00,110,R,Drama / Thriller,Fox,Michael Apted,"Ted Field,Scott Kroopf",N/A,"1,132",Laurence Fishburne,,,James Horner
Class of 1999,2459895,1990-05-11 00:00:00,99,R,Sci-Fi Horror,Taurus Ent.,,,N/A,320,,,,
Classe Tous Risques (re-issue),95413,2005-11-18 00:00:00,110,Unrated,Foreign,Rialto,,,N/A,2,,,,
Clay Pigeons,1794086,1998-09-25 00:00:00,104,R,Crime Comedy,Gramercy,David Dobkin,"Ridley Scott,Tony Scott, ,(executive)",N/A,297,"Joaquin Phoenix,Vince Vaughn",,,
Clean,138711,2006-04-28 00:00:00,110,R,Drama,Palm,,,N/A,8,Nick Nolte,,,
Clean and Sober,8674093,1988-08-12 00:00:00,124,R,Unknown,Warner Bros.,,"Ron Howard, ,(executive)",N/A,675,"Michael Keaton,Morgan Freeman",,,Gabriel Yared
Clean Slate,7355425,1994-05-06 00:00:00,107,PG-13,Comedy,MGM,,,N/A,"1,474","Dana Carvey,James Earl Jones,Kevin Pollak,Michael Gambon,Bryan Cranston*",,Andrew Dunn,Alan Silvestri
"Clean, Shaven",26351,1995-03-31 00:00:00,79,Unrated,Drama,Strand,,,N/A,,,,,
Clear and Present Danger,122187717,1994-08-05 00:00:00,141,PG-13,Action Thriller,Paramount,Phillip Noyce,,$62 million,"2,433","Harrison Ford,Willem Dafoe,Benjamin Bratt*,Thora Birch*,Clark Gregg*",Steven Zaillian,,James Horner
The Clearing,5763875,2004-07-02 00:00:00,95,R,Drama / Thriller,Fox Searchlight,Pieter Jan Brugge,"Pieter Jan Brugge,Jonah Smith",N/A,449,"Robert Redford,Helen Mirren,Willem Dafoe","Pieter Jan Brugge*, ,(story),Justin Haythe",,Craig Armstrong
Cleopatra (1934),,1934-10-05 00:00:00,100,Unrated,Historical Epic,Paramount,Cecil B. DeMille,Cecil B. DeMille,N/A,,"Claudette Colbert,Warren William,Henry Wilcoxon,Ian Keith,C. Aubrey Smith","Vincent Lawrence,Waldemar Young",Victor Milner,Rudolph G. Kopp
Cleopatra (1963),57777778,1963-06-12 00:00:00,192,G,Historical Epic,Fox,Joseph L. Mankiewicz,Walter Wanger,$44 million,,"Elizabeth Taylor,Richard Burton,Rex Harrison,Hume Cronyn,Martin Landau,Roddy McDowall","Sidney Buchman,Ranald MacDougall,Joseph L. Mankiewicz",Leon Shamroy,Alex North
Cleopatra's Second Husband,,2000-09-29 00:00:00,,R,Unknown,Indican,,,N/A,1,Radha Mitchell,,,
Clerks,3151130,1994-10-19 00:00:00,92,R,Comedy,Miramax,Kevin Smith,,"$27,000",96,"Jason Mewes,Kevin Smith",Kevin Smith,,
Clerks II,24148068,2006-07-21 00:00:00,97,R,Comedy,MGM (Weinstein),Kevin Smith,,$5 million,"2,150","Rosario Dawson,Kevin Smith,Jason Mewes,Ben Affleck*, ,(Cameo)",Kevin Smith,,
Click,137355633,2006-06-23 00:00:00,97,PG-13,Fantasy Comedy,Sony (Revolution),Frank Coraci,"Jack Giarraputo,Tim Herlihy, ,(executive),Steve Koren,Neal H. Moritz,Mark O'Keefe,Adam Sandler",$82.5 million,"3,764","Adam Sandler,Kate Beckinsale,Christopher Walken,Nick Swardson*,Katie Cassidy*,Jonah Hill*,Rob Schneider*, ,(Cameo)","Steve Koren,Mark O'Keefe",,Rupert Gregson-Williams
The Client,92115211,1994-07-22 00:00:00,122,PG-13,Thriller,Warner Bros.,Joel Schumacher,Arnon Milchan,N/A,"2,365","Susan Sarandon,Tommy Lee Jones,William H. Macy*",Akiva Goldsman,,Howard Shore
Client 9: The Rise and Fall of Eliot Spitzer,189416,2010-11-05 00:00:00,117,R,Documentary,Magnolia,,,N/A,17,,,,
Cliffhanger,84049211,1993-05-28 00:00:00,113,R,Action Thriller,TriStar,Renny Harlin,,$70 million,"2,431",Sylvester Stallone,"Michael France,Sylvester Stallone",,Trevor Jones
Clifford,7408745,1994-04-01 00:00:00,90,PG,Comedy,Orion Pictures,,Pieter Jan Brugge,N/A,"1,023",,,,
Clifford The Big Red Dog,,TBD,,Not Yet Rated,Family Adventure,Universal,,,N/A,,,,,
Clifford's Really Big Movie,2922354,2004-04-20 00:00:00,73,G,Animation,Warner Bros.,,,N/A,471,"Wilmer Valderrama*, ,(Voice)",Rhett Reese,,
Climates,119958,2006-10-27 00:00:00,97,Unrated,Foreign,Zeitgeist,,,N/A,7,,,,
Clive Barker Presents: Hellraiser,,2009-04-16 00:00:00,,Not Yet Rated,Horror,MGM (Weinstein),,,N/A,,,,,
Cloak and Dagger,9719952,1984-08-10 00:00:00,102,PG,Unknown,Universal,,,N/A,"1,147",,,,
The Clock,,1945-03-22 00:00:00,90,Unrated,Romance,MGM,Vincente Minnelli,Arthur Freed,N/A,,"Judy Garland,Robert Walker,James Gleason,Keenan Wynn","Robert Nathan,Joseph Schrank,Paul Gallico,Pauline Gallico",George J. Folsey,George Bassman
Clockers,13071518,1995-09-15 00:00:00,132,R,Crime Drama,Universal,Spike Lee,"Jon Kilik,Martin Scorsese",N/A,"1,234",,Richard Price,,Terence Blanchard
Clockstoppers,36989956,2002-03-29 00:00:00,93,PG,Sci-Fi Adventure,Paramount,,Gale Anne Hurd,$26 million,"2,563",,"J. David Stem,David N. Weiss","Tim Suhrstedt, ,(director of photography)",
Clockwatchers,537948,1998-05-15 00:00:00,96,PG-13,Unknown,Artistic License,,,N/A,9,"Toni Collette,Parker Posey,Lisa Kudrow",,,
Clockwise,1476356,1986-10-10 00:00:00,96,PG,Unknown,Universal,,,N/A,38,,,,George Fenton
A Clockwork Orange,26589355,1972-02-02 00:00:00,137,R,Crime Comedy,Warner Bros.,Stanley Kubrick,,$2.2 million,,Malcolm McDowell,,,
Close Call,,2004-04-16 00:00:00,93,Unrated,Unknown,Prime Media Pictures,,,N/A,4,,,,
Close Encounters of the Third Kind,116395460,1977-11-16 00:00:00,137,PG,Sci-Fi,Columbia,Steven Spielberg,,$20 million,650,Lance Henriksen*,,,John Williams
Close Encounters of the Third Kind (Special Edition),15693175,1980-11-14 00:00:00,137,PG,Sci-Fi Adventure,Columbia,,,N/A,,,,,
Close My Eyes,135893,1991-11-08 00:00:00,107,R,Unknown,Castle Hill,,,N/A,1,Alan Rickman,,,
Close to Eden,377832,1992-10-30 00:00:00,120,PG,Foreign,Miramax,,,N/A,,,,,
Close to Home,20931,2007-02-16 00:00:00,99,Unrated,Foreign,IFC,,,N/A,6,,,,
Close to You,52654,2006-02-18 00:00:00,104,Unrated,Foreign,ABS-CBN International,,,N/A,5,,,,
Close Your Eyes,41392,2004-04-23 00:00:00,108,R,Unknown,First Look,,,$10 million,17,Goran Visnjic,,Peter Sova,
Closed Circuit,5750401,2013-08-28 00:00:00,96,R,Thriller,Focus Features,John Crowley,"Tim Bevan,Eric Fellner",N/A,870,"Eric Bana,Rebecca Hall,Jim Broadbent,Julia Stiles,Ciaran Hinds",Steven Knight,,Joby Talbot
Closed Curtain,28098,2014-07-09 00:00:00,106,Unrated,Foreign,Variance Films,,,N/A,5,,,,
Closer,33987757,2004-12-03 00:00:00,98,R,Romance,Sony / Columbia,Mike Nichols,"Mike Nichols,Scott Rudin, ,(executive)",$27 million,"1,098","Julia Roberts,Jude Law,Natalie Portman,Clive Owen",,Stephen Goldblatt,
The Closer You Get,,2000-02-25 00:00:00,90,PG-13,Unknown,Fox Searchlight,,,N/A,30,,,,Rachel Portman
The Closet (Le Placard),6678894,2001-06-06 00:00:00,84,R,Foreign,Miramax,,,N/A,145,,,,
Closet Land,259012,1991-03-06 00:00:00,94,R,Unknown,Universal,,"Brian Grazer, ,(Executive),Ron Howard",N/A,153,Alan Rickman,,Bill Pope,Philip Glass
Closing Escrow,8719,2007-08-24 00:00:00,93,PG,Comedy,Magnolia,,,N/A,5,,,,
Cloud 9,91675,2009-08-14 00:00:00,98,Unrated,Foreign,Music Box Films,,,N/A,8,,,,
Cloud Atlas,27108272,2012-10-26 00:00:00,164,R,Sci-Fi,Warner Bros.,,"Tom Tykwer,Andy & Lana Wachowski",N/A,"2,023","Tom Hanks,Halle Berry,Jim Broadbent,Hugo Weaving,Jim Sturgess,Ben Whishaw,Keith David,James D'Arcy,Susan Sarandon,Hugh Grant","Tom Tykwer,Andy & Lana Wachowski",,"Reinhold Heil,Johnny Klimek,Tom Tykwer"
Clouds of Sils Maria,1851517,2015-04-10 00:00:00,120,R,Drama,IFC,Olivier Assayas,,N/A,187,"Juliette Binoche,Daniel Bruhl,Chloe Moretz,Kristen Stewart,Tom Sturridge,Brady Corbet",,,
Cloudy with a Chance of Meatballs,124870275,2009-09-18 00:00:00,81,PG,Animation,Sony / Columbia,,,$100 million,"3,119","Bill Hader ,(Voice),Anna Faris, ,(Voice),James Caan ,(Voice),Andy Samberg, ,(Voice),Benjamin Bratt, ,(Voice),Neil Patrick Harris, ,(Voice),Will Forte, ,(Voice),Lauren Graham* ,(Voice)","Phil Lord,Chris Miller (II)",,Mark Mothersbaugh
Cloudy with a Chance of Meatballs 2,119793567,2013-09-27 00:00:00,95,PG,Animation,Sony / Columbia,,,$78 million,"4,001","Bill Hader ,(Voice),Anna Faris, ,(Voice),James Caan* ,(Voice),Will Forte*, ,(Voice),Andy Samberg*, ,(Voice),Benjamin Bratt*, ,(Voice),Neil Patrick Harris*, ,(Voice),Terry Crews* ,(Voice),Kristen Schaal* ,(Voice)","John Francis Daley,Jonathan M. Goldstein,Erica Rivinoja",,Mark Mothersbaugh
Cloverfield,80048433,2008-01-18 00:00:00,84,PG-13,Action Horror,Paramount,Matt Reeves,"J.J. Abrams,Bryan Burk",$25 million,"3,411","Mike Vogel,Lizzy Caplan,Jessica Lucas",Drew Goddard,,
Clown,,2016-06-17 00:00:00,99,R,Horror Thriller,Weinstein / Dimension,Jon Watts,Eli Roth,N/A,,,"Christopher D. Ford,Jon Watts",,
The Club,52761,2016-02-05 00:00:00,98,Unrated,Drama,Music Box Films,,,N/A,14,,,,
Club Dread,5001708,2004-02-27 00:00:00,103,R,Horror Comedy,Fox Searchlight,Jay Chandrasekhar,,N/A,"1,807",,,,Nathan Barr
Club Life,4444,2015-05-29 00:00:00,83,R,Drama,The Orchard,,,N/A,7,Jerry Ferrara,,,
Club Paradise,12308521,1986-07-11 00:00:00,96,PG-13,Comedy,Warner Bros.,Harold Ramis,Michael Shamberg,N/A,"1,186",Robin Williams,Harold Ramis,,
Clubland (1999),18529,1999-04-16 00:00:00,105,R,Music Drama,Legacy,,,N/A,60,,,,
Clue,14643997,1985-12-13 00:00:00,96,PG,Comedy Thriller,Paramount,,"John Landis, ,(executive),Jon Peters, ,(executive)",N/A,"1,022",,,,
Clueless,56631572,1995-07-21 00:00:00,97,PG-13,Comedy,Paramount,Amy Heckerling,Scott Rudin,N/A,"1,922","Alicia Silverstone,Paul Rudd,Brittany Murphy,Breckin Meyer",,Bill Pope,David Kitay
Coach Carter,67264877,2005-01-14 00:00:00,134,PG-13,Sports Drama,Paramount,Thomas Carter,"Thomas Carter, ,(executive),Brian Robbins,Michael Tollin",$30 million,"2,574","Samuel L. Jackson,Channing Tatum,Ashanti Douglas","John Gatins,Mark Schwahn",,Trevor Rabin
Coal Miner's Daughter,67182787,1980-03-07 00:00:00,125,PG,Music Drama,Universal,Michael Apted,,N/A,,"Sissy Spacek,Tommy Lee Jones",,,
Coast to Coast,4495445,1980-10-03 00:00:00,94,PG,Unknown,Paramount,,Steve Tisch,N/A,,,,,
Coastlines,7883,2006-05-31 00:00:00,119,R,Crime Drama,IFC,Victor Nunez,"John Sloss, ,(executive)",N/A,2,"Timothy Olyphant,Josh Brolin,Sarah Wynter,Scott Wilson,Angela Bettis,Josh Lucas,William Forsythe",,,
Cobb,1007583,1994-12-02 00:00:00,129,R,Sports Drama,Warner Bros.,,"Arnon Milchan, ,(executive producer)",N/A,4,Tommy Lee Jones,,,Elliot Goldenthal
Cobra,49042224,1986-05-23 00:00:00,87,R,Action,Warner Bros.,,,N/A,"2,131",Sylvester Stallone,Sylvester Stallone,,
Cobra Verde (re-issue),12702,2007-03-23 00:00:00,111,Unrated,Foreign,518 Media,Werner Herzog,,N/A,1,Klaus Kinski,Werner Herzog,,
Cocaine Cowboys,150056,2006-10-27 00:00:00,118,R,Documentary,Magnolia,,,N/A,14,,,,
The Cockettes,220165,2002-05-10 00:00:00,98,Unrated,Documentary,Strand,,,N/A,6,,,,
Cockfight,,2004-02-13 00:00:00,,R,Unknown,Echelon Ent.,,,N/A,10,,,,
Cockneys Vs. Zombies,,2013-08-02 00:00:00,88,Unrated,Horror Comedy,Shout! Factory,,,N/A,,,,,
Cocktail,78222753,1988-07-29 00:00:00,104,R,Romance,Buena Vista,Roger Donaldson,Ted Field,N/A,"1,462",Tom Cruise,,,
Cocktail (2012),1227789,2012-07-13 00:00:00,146,Unrated,Foreign,Eros,,,N/A,96,,,,
Coco,,2017-11-22 00:00:00,,Not Yet Rated,Animation,Buena Vista,Lee Unkrich,Darla K. Anderson,N/A,,,,,
Coco,,TBD,,Not Yet Rated,Music Drama,Lionsgate,RZA,,N/A,,Common,,,
Coco Before Chanel,6113834,2009-09-25 00:00:00,110,PG-13,Foreign,Sony Classics,,,$23 million,307,"Audrey Tautou,Alessandro Nivola",,,
Coco Chanel & Igor Stravinsky,1621226,2010-06-11 00:00:00,115,R,Foreign,Sony Classics,,,N/A,74,Mads Mikkelsen,,,
The Cocoanuts,,1929-08-03 00:00:00,96,Unrated,Comedy,Paramount,,Walter Wanger,N/A,,"Groucho Marx,Harpo Marx,Chico Marx,Zeppo Marx,Oscar Shaw,Mary Eaton,Kay Francis,Margaret Dumont,Cyril Ring,Basil Ruysdael","Morrie Ryskind ,(adaptation & play),George S. Kaufman ,(play)",George J. Folsey,Irving Berlin
Cocoon,76113124,1985-06-21 00:00:00,117,PG-13,Sci-Fi Adventure,Fox,Ron Howard,,N/A,"1,163",,,,James Horner
Cocoon: The Return,18924919,1988-11-23 00:00:00,116,PG,Sci-Fi Adventure,Fox,,,N/A,997,Courteney Cox,,,James Horner
Code 46,285585,2004-08-06 00:00:00,92,R,Sci-Fi,United Artists,Michael Winterbottom,,N/A,21,Tim Robbins,,,
Code Black,190229,2014-06-20 00:00:00,78,Unrated,Documentary,Long Shot Factory,,,N/A,10,,,,
Code Name: Emerald,561548,1985-09-27 00:00:00,95,PG,War,MGM,,,N/A,195,"Ed Harris,Eric Stoltz,Patrick Stewart*",,,
Code Name: The Cleaner,8135024,2007-01-05 00:00:00,84,PG-13,Action Comedy,New Line,,"David Brewington ,(co-executive),Cedric the Entertainer,Jay Stern",$20 million,"1,736","Cedric the Entertainer,Lucy Liu,Elizabeth Hurley",George Gallo,,
Code Name: Wild Geese,600000,1986-08-29 00:00:00,101,R,Unknown,New World,,,N/A,,,,,Ennio Morricone
Code of Silence,20345361,1985-05-03 00:00:00,101,R,Action,Orion Pictures,Andrew Davis,,N/A,"1,810",Chuck Norris,,,
Code Unknown,,2001-11-16 00:00:00,113,Unrated,Unknown,Leisure Time,Michael Haneke,,N/A,3,,Michael Haneke,,
Codebreaker,,2012-10-17 00:00:00,81,Unrated,Documentary,TODpix,,,N/A,,,,,
Coffee and Cigarettes,2198924,2004-05-14 00:00:00,95,R,Comedy,United Artists,Jim Jarmusch,,N/A,47,"Roberto Benigni,Cate Blanchett,Bill Murray,Steve Coogan,Alfred Molina",Jim Jarmusch,,
Coffee Date,4412,2006-11-10 00:00:00,94,Unrated,Comedy,Slowhand Cinema,Stewart Wade,,N/A,1,"Jonathan Bray,Wilson Cruz,Sally Kirkland,Jonathan Silverman",Stewart Wade,,
A Coffee in Berlin,150275,2014-06-13 00:00:00,83,Unrated,Foreign,Music Box Films,,,N/A,12,,,,
Cohen and Tate,64227,1989-01-27 00:00:00,85,R,Unknown,Hemdale,,,N/A,75,,,,
Coherence,102617,2014-06-20 00:00:00,89,Unrated,Sci-Fi,Oscilloscope Pictures,,,N/A,7,,,,
The Cokeville Miracle,1348456,2015-06-05 00:00:00,94,PG-13,Drama,Excel,,,N/A,51,,,,
Cold Around the Heart,5171,1997-11-07 00:00:00,96,R,Unknown,Fox,John Ridley,Dan Halsted,N/A,1,,John Ridley,,
Cold Comes the Night,16971,2014-01-10 00:00:00,90,R,Thriller,Samuel Goldwyn,,,N/A,21,"Alice Eve,Bryan Cranston",,,
Cold Comfort Farm,5682429,1996-05-10 00:00:00,105,PG,Period Comedy,Gramercy,,,N/A,6,"Kate Beckinsale,Ian McKellen,Rufus Sewell",,,
Cold Creek Manor,21386011,2003-09-19 00:00:00,118,R,Thriller,Buena Vista,,,N/A,"2,035","Dennis Quaid,Sharon Stone,Stephen Dorff,Juliette Lewis,Kristen Stewart",,Declan Quinn,
Cold Heaven,99219,1992-05-29 00:00:00,105,R,Unknown,Hemdale,,,N/A,,,,,
Cold in July,427418,2014-05-23 00:00:00,100,R,Drama / Thriller,IFC,,,N/A,73,"Michael C. Hall,Don Johnson,Sam Shepard",,,
The Cold Light of Day,3763583,2012-09-07 00:00:00,93,PG-13,Action Thriller,Lionsgate/Summit,,"Mark Canton, ,(executive),Marc D. Evans,Trevor Macy",N/A,"1,511","Henry Cavill,Bruce Willis,Sigourney Weaver",,,Lucas Vidal
Cold Mountain,95636509,2003-12-25 00:00:00,155,R,War Romance,Miramax,Anthony Minghella,"Albert Berger,Sydney Pollack,Ron Yerxa",$79 million,"2,802","Jude Law,Nicole Kidman,Renee Zellweger,Brendan Gleeson,Philip Seymour Hoffman*,Natalie Portman*,Giovanni Ribisi*,Donald Sutherland*,Ray Winstone*,Jena Malone*,Lucas Black*,Cillian Murphy*","Anthony Minghella, ,(screenplay),Charles Frazier ,(book)",,Gabriel Yared
Cold Souls,905209,2009-08-07 00:00:00,101,PG-13,Comedy / Drama,Samuel Goldwyn,,,N/A,52,"Paul Giamatti,Emily Watson,David Strathairn,Lauren Ambrose",,,
Cold Steel,285885,1987-12-11 00:00:00,91,R,Unknown,Cinetel,,,N/A,135,Sharon Stone,,,
Cold Weather,141358,2011-02-04 00:00:00,96,Unrated,Thriller,IFC,,,N/A,11,,,,
Coldblooded,16198,1995-09-15 00:00:00,92,R,Unknown,IRS Media,,,N/A,5,,,,
Coldwater,,2014-08-15 00:00:00,104,Not Yet Rated,Drama,Breaking Glass Pictures,,,N/A,,,,,
Collapse,46964,2009-11-06 00:00:00,82,Unrated,Documentary,Vitagraph,,,N/A,5,,,,
Collateral,101005703,2004-08-06 00:00:00,125,R,Crime,DreamWorks,Michael Mann,"Frank Darabont, ,(executive),Michael Mann",$65 million,"3,205","Tom Cruise,Jamie Foxx,Jada Pinkett-Smith,Mark Ruffalo,Peter Berg,Bruce McGill,Javier Bardem*,Jason Statham*",Stuart Beattie,,James Newton Howard
Collateral Beauty,,2016-12-16 00:00:00,,Unknown,Drama,Warner Bros. (New Line),David Frankel,,N/A,,"Naomie Harris,Helen Mirren,Edward Norton,Michael Pena,Will Smith",Allan Loeb,,
Collateral Damage,40077257,2002-02-08 00:00:00,108,R,Action,Warner Bros.,Andrew Davis,,$85 million,"2,824","Arnold Schwarzenegger,John Leguizamo",,,Graeme Revell
The Collection,6842058,2012-11-30 00:00:00,81,R,Horror Thriller,LD Entertainment,Marcus Dunstan,,N/A,"1,403",,"Marcus Dunstan,Patrick Melton",,
The Collector,7712114,2009-07-31 00:00:00,85,R,Horror,Freestyle Releasing,Marcus Dunstan,,N/A,"1,325",,"Marcus Dunstan,Patrick Melton",,
College,4694636,2008-08-29 00:00:00,94,R,Comedy,MGM,,,$7 million,"2,124",,,,
College Road Trip,45610425,2008-03-07 00:00:00,83,G,Comedy,Buena Vista,Roger Kumble,,N/A,"2,706",Martin Lawrence,"Ken Daurio,Cinco Paul",,Ed Shearmur
Collide,,2016-04-16 00:00:00,,PG-13,Action,Unknown,Eran Creevy,,N/A,,"Nicholas Hoult,Felicity Jones,Anthony Hopkins,Ben Kingsley","Eran Creevy,F. Scott Frazier",,
Colliding Dreams,,2016-03-04 00:00:00,134,Unrated,Documentary,International Film Circuit,,,N/A,14,,,,
Colma: The Musical,41131,2007-06-22 00:00:00,100,R,Musical,Roadside Attractions,,,N/A,2,,,,
Colombiana,36665854,2011-08-26 00:00:00,107,PG-13,Action,TriStar,Olivier Megaton,Luc Besson,$40 million,"2,614","Zoe Saldana,Michael Vartan","Luc Besson,Robert Mark Kamen",,
Colonel Chabert,464284,1994-12-23 00:00:00,110,Unrated,Foreign,October,,,N/A,2,,,,
Colonel Redl,2357,1985-10-04 00:00:00,144,R,Foreign,Orion Classics,,,N/A,1,,,,
Colonia,,2016-04-15 00:00:00,110,Unrated,Thriller,Screen Media,,,N/A,,"Daniel Bruhl,Michael Nyqvist,Emma Watson",,,
Color Me Kubrick,71190,2007-03-23 00:00:00,87,Unrated,Comedy,Magnolia,,,N/A,19,John Malkovich,,,
The Color of Money,52293982,1986-10-17 00:00:00,119,R,Drama,Buena Vista,Martin Scorsese,,N/A,"1,205","Forest Whitaker,Paul Newman,Tom Cruise",Richard Price,"Michael Ballhaus, ,(director of photography)",
Color of Night,19726050,1994-08-19 00:00:00,121,R,Romantic Thriller,Buena Vista,Richard Rush,,$40 million,"1,740","Lance Henriksen,Jane March,Bruce Willis",Billy Ray,,
The Color of Olives,1169,2006-07-12 00:00:00,97,Unrated,Documentary,Arab Film Dist.,,,N/A,1,,,,
The Color of Paradise,1817216,2000-03-31 00:00:00,85,PG,Foreign,Sony Classics,,,N/A,33,,,,
Color of the Cross,85802,2006-10-27 00:00:00,90,PG-13,Period Drama,Rocky Mountain Pictures,,,N/A,29,Debbi Morgan,,,
The Color Purple,94175854,1985-12-20 00:00:00,154,PG-13,Period Drama,Warner Bros.,Steven Spielberg,"Kathleen Kennedy,Frank Marshall,Jon Peters, ,(executive),Steven Spielberg",N/A,"1,109","Laurence Fishburne*,Danny Glover",,,
The Color Purple (Re-issue),4292009,1987-01-16 00:00:00,154,PG-13,Unknown,Warner Bros.,,,N/A,601,,,,
The Color Wheel,19001,2012-05-18 00:00:00,83,Unrated,Comedy,APD/Cinema Conservancy,Alex Ross Perry,Alex Ross Perry,N/A,3,,Alex Ross Perry,,
Colors,46616067,1988-04-15 00:00:00,127,R,Action / Crime,Orion Pictures,,,N/A,"1,388","Robert Duvall,Sean Penn,Damon Wayans*,Don Cheadle*",,,
The Colossus of Rhodes,,1961-11-16 00:00:00,127,Unrated,Historical Epic,MGM,Sergio Leone,,N/A,,Rory Calhoun,,Antonio L. Ballesteros,Angelo Francesco Lavagnino
Coma,,1978-01-06 00:00:00,113,PG,Thriller,MGM,Michael Crichton,Martin Erlichman,N/A,,"Genevieve Bujold,Michael Douglas,Elizabeth Ashley,Rip Torn,Richard Widmark,Ed Harris*",Michael Crichton,"Victor J. Kemper ,(director of photography)",Jerry Goldsmith
The Comancheros,,1961-10-30 00:00:00,107,Unrated,Western,Fox,Michael Curtiz,George Sherman,N/A,,"John Wayne,Stuart Whitman,Ina Balin,Nehemiah Persoff,Lee Marvin,Michael Ansara,Patrick Wayne,Bruce Cabot,Joan O'Brien,Jack Elam*,Edgar Buchanan*,Henry Daniell*","James Edward Grant,Clair Huffaker","William Clothier ,(director of photography)",Elmer Bernstein
Come Away Home,72810,2005-05-06 00:00:00,102,PG,Family,Innovation Film Group,,,$1.2 million,16,,,,
Come Back to Me,7744,2014-07-25 00:00:00,90,R,Horror,Freestyle Releasing,,,N/A,10,,,,
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",840958,1982-11-12 00:00:00,109,PG,Drama,Cinecom,Robert Altman,,N/A,,"Cher,Kathy Bates",,,
Come Blow Your Horn,,1963-06-05 00:00:00,112,Unrated,Comedy,Paramount,Bud Yorkin,"Norman Lear,Bud Yorkin",N/A,,"Frank Sinatra,Lee J. Cobb,Molly Picon,Barbara Rush,Jill St. John,Tony Bill",Norman Lear,William Daniels,Nelson Riddle
Come Early Morning,119452,2006-11-10 00:00:00,97,R,Romance,IDP,Joey Lauren Adams,Julie Yorn,N/A,22,"Ashley Judd,Laura Prepon,Diane Ladd,Scott Wilson,Tim Blake Nelson",Joey Lauren Adams,,
Come Out and Play,2638,2013-03-22 00:00:00,87,R,Horror,Cinedigm Entertainment,,,N/A,10,,,,
Come See the Paradise,947306,1990-12-25 00:00:00,138,R,War Drama,Fox,,,N/A,97,Dennis Quaid,,,Randy Edelman
Come Undone,326484,2001-06-29 00:00:00,98,R,Foreign,Picture This!,,,N/A,,,,,
Come Undone (2010),10035,2010-12-03 00:00:00,126,Unrated,Foreign,Film Movement,,,N/A,2,,,,
The Comebacks,13349927,2007-10-19 00:00:00,84,PG-13,Sports Comedy,Fox Atomic,Tom Brady,Andrew Panay,N/A,"2,812",Bradley Cooper*,,,Christopher Lennertz
Comedian,2751988,2002-10-11 00:00:00,100,R,Documentary,Miramax,,,N/A,244,,,,
The Comedians,,1967-10-31 00:00:00,156,Unrated,Drama,MGM,Peter Glenville,Peter Glenville,N/A,,"Richard Burton,Elizabeth Taylor,Alec Guinness,Peter Ustinov,Paul Ford,Lillian Gish",Graham Greene,Henri Decae,Laurence Rosenthal
The Comedians of Comedy,549,2005-11-11 00:00:00,103,R,Comedy,Vitagraph,,,N/A,2,"Zach Galifianakis,Patton Oswalt",,,
The Comedy,41113,2012-11-09 00:00:00,90,Unrated,Drama,Tribeca Film,,,N/A,4,,,,
Comedy of Power,80550,2007-01-05 00:00:00,110,Unrated,Foreign,Koch Lorber Films,Claude Chabrol,,N/A,2,Isabelle Huppert,,,
Comes a Horseman,9585769,1978-10-25 00:00:00,118,PG,Western,MGM,Alan J. Pakula,"Irwin Winkler*, ,(Executive)",N/A,,,,,
Comet,8623,2014-12-05 00:00:00,107,R,Comedy / Drama,IFC,,,N/A,8,"Emmy Rossum,Justin Long",,,
Comfort and Joy,1057368,1984-10-10 00:00:00,90,PG,Unknown,Universal,,,N/A,,,,,
The Comfort of Strangers,1244381,1991-03-15 00:00:00,107,R,Drama,Skouras,Paul Schrader,,N/A,17,"Christopher Walken,Helen Mirren",,Dante Spinotti,
Comic-Con Episode IV: A Fan's Hope,34665,2012-04-06 00:00:00,88,PG-13,Documentary,Wrekin Hill,Morgan Spurlock,"Stan Lee,Morgan Spurlock,Joss Whedon",$1.5 million,6,,"Morgan Spurlock,Joss Whedon",,
Comin' at Ya!,12000000,1981-06-16 00:00:00,91,R,Western,Filmways,,,N/A,,,,,
Coming Home,32653905,1978-02-15 00:00:00,128,R,War Drama,United Artists,,,N/A,,Jon Voight,,,
Coming Home (2015),377607,2015-09-09 00:00:00,109,PG-13,Foreign,Sony Classics,,,N/A,55,,,,
Coming Soon,5453,2000-05-12 00:00:00,96,R,Unknown,Unapix Ent.,,Beau Flynn,N/A,1,"Ashton Kutcher*,Ryan Reynolds",,,Christophe Beck
Coming to America,128152301,1988-06-29 00:00:00,116,R,Romantic Comedy,Paramount,John Landis,,N/A,"2,064","Eddie Murphy,James Earl Jones,Samuel L. Jackson*,Cuba Gooding, Jr.*",,,
Coming Up Roses,4299,1987-09-11 00:00:00,93,PG,Comedy,Skouras,,,N/A,,,,Dick Pope,
Coming Up Roses (2012),,2012-11-09 00:00:00,93,Not Yet Rated,Drama,Dada Films,,,N/A,,,,,
