movie_title,movie_score,release_date_x,total_gross,release_date_y,runtime,rating,genre,distributor,director,producer,budget,theaters,actors,writers,cinematographers,composers,month,year,inflation,gross_per_theater,actors_score,producer_score
Mona Lisa Smile,45,2003-12-19,82380615.18,2003-12-19,117.0,PG-13,Period Drama,Sony (Revolution),Mike Newell,"Joe Roth, ,(Executive)",83850000.0,2714.0,"Julia Roberts,Kirsten Dunst,Julia Stiles,Maggie Gyllenhaal,Ginnifer Goodwin*,Dominic West*,Juliet Stevenson*,Marcia Gay Harden*,John Slattery*,Topher Grace*","Lawrence Konner,Mark Rosenthal",Anastas N.  Michos,Rachel Portman,12,2003,1.29,30353.9481135,245778981.0,133552564.69
Moneyball,87,2011-09-23,80141821.52,2011-09-23,126.0,PG-13,Sports Drama,Sony / Columbia,Bennett Miller,"Michael De Luca,Brad Pitt,Scott Rudin, ,(executive)",53000000.0,3018.0,"Brad Pitt,Jonah Hill,Philip Seymour Hoffman,Chris Pratt,Robin Wright Penn,Tammy Blanchard*","Aaron Sorkin,Steven Zaillian",Wally Pfister,Mychael Danna,9,2011,1.06,26554.6128297,112240777.899,65482856.3364
Monkeybone,40,2001-02-23,7252078.66,2001-02-23,88.0,PG-13,Fantasy Comedy,Fox,Henry Selick,"Chris Columbus, ,(executive)",100500000.0,1748.0,"Brendan Fraser,Thomas Haden Church*",,Andrew Dunn,,2,2001,1.34,4148.78641876,73062410.76,75865025.5
Monster House,68,2006-07-21,86919991.8,2006-07-21,91.0,PG,Family Adventure,Sony / Columbia,Gil Kenan,"Jason Clark, ,(executive),Steven Spielberg, ,(executive)",88500000.0,3553.0,"Steve Buscemi* ,(Voice),Nick Cannon* ,(Voice),Maggie Gyllenhaal*, ,(Voice),Jon Heder*, ,(Voice),Kevin James*, ,(Voice),Jason Lee* ,(Voice),Catherine O'Hara* ,(Voice),Kathleen Turner* ,(Voice),Fred Willard* ,(Voice)",,,,7,2006,1.18,24463.8310723,167803421.118,155292514.057
Monster-in-Law,31,2005-05-13,101176187.22,2005-05-13,95.0,PG-13,Comedy,New Line,Robert Luketic,"Chris Bender,J.C. Spink",52460000.0,3424.0,"Jennifer Lopez,Jane Fonda,Adam Scott",,,,5,2005,1.22,29549.1200993,60681155.18,111009446.78
"Monsters, Inc.",78,2001-11-02,342870155.0,2001-11-02,90.0,G,Animation,Buena Vista,,"Darla K. Anderson,John Lasseter, ,(executive producer)",154100000.0,3649.0,"Billy Crystal, ,(Voice),John Goodman ,(Voice),Bonnie Hunt*, ,(Voice)","Pete Docter,Daniel Gerson,Andrew Stanton",,"Randy Newman, ,(+ If I Didn't Have You)",11,2001,1.34,93962.7719923,167812000.0,162798565.0
Moonlight Mile,59,2002-09-27,9023329.92,2002-09-27,111.0,PG-13,Drama,Buena Vista,Brad Silberling,"David Hoberman, ,(executive),Mark Johnson,Patricia Whitcher, ,(executive)",27720000.0,437.0,"Jake Gyllenhaal,Dustin Hoffman,Holly Hunter,Susan Sarandon",,,Mark Isham,9,2002,1.32,20648.3522197,70949716.9137,86863272.72
Moonrise Kingdom,84,2012-05-25,47332964.64,2012-05-25,93.0,PG-13,Drama,Focus Features,Wes Anderson,"Wes Anderson,Steven M. Rales,Scott Rudin",16640000.0,924.0,"Bruce Willis,Edward Norton,Bill Murray,Frances McDormand,Tilda Swinton,Jason Schwartzman","Wes Anderson,Roman Coppola",,Alexandre Desplat,5,2012,1.04,51226.1522078,89031558.412,66778004.5262
Morning Glory,57,2010-11-10,33802787.88,2010-11-10,102.0,PG-13,Comedy,Paramount,Roger Michell,"J.J. Abrams,Bryan Burk",43600000.0,2544.0,"Harrison Ford,Jeff Goldblum,Diane Keaton,Rachel McAdams,Patrick Wilson",Aline Brosh McKenna,,David Arnold,11,2010,1.09,13287.2593868,149682851.167,187467040.86
Mortdecai,27,2015-01-23,7696134.0,2015-01-23,106.0,R,Action Comedy,Lionsgate,David Koepp,"Johnny Depp,Andrew Lazar,Gigi Pritzker",60000000.0,2648.0,"Johnny Depp,Gwyneth Paltrow,Ewan McGregor,Paul Bettany,Olivia Munn,Oliver Platt,Jeff Goldblum",Eric Aronson,,"Mark Ronson,Geoff Zanelli",1,2015,1.0,2906.39501511,124208653.668,65186497.238
Mother and Child,64,2010-05-07,1210454.81,2010-05-07,125.0,R,Drama,Sony Classics,,"Guillermo del Toro, ,((executive)),Alejandro Gonzlez Irritu, ,(executive)",7630000.0,119.0,"Annette Bening,Samuel L. Jackson,Jimmy Smits,Kerry Washington,Naomi Watts",,,Ed Shearmur,5,2010,1.09,10171.8891597,91781499.8408,158614337.647
Movie 43,18,2013-01-25,9017262.06,2013-01-25,97.0,R,Comedy,Relativity,,"Ryan Kavanaugh,Tucker Tooley, ,(executive)",6120000.0,2023.0,"Halle Berry,Johnny Knoxville*,Emma Stone*,Gerard Butler*,Kristen Bell*,Chloe Moretz*,Seann William Scott*,Josh Duhamel*,Hugh Jackman*,Elizabeth Banks*,Naomi Watts*,Kate Winslet*,Bobby Cannavale*,Christopher Mintz-Plasse*,Richard Gere,Aasif Mandvi*,Jack McBrayer*,Jason Sudeikis*,Chris Pratt*,Tony Shalhoub*,Patrick Warburton*,Kate Bosworth*,Leslie Bibb*,Kieran Culkin*,Uma Thurman*,Liev Schreiber*,Justin Long*",,,Christophe Beck,1,2013,1.02,4457.3712605,401978166.568,58973599.0014
Mr. & Mrs. Smith,55,2005-06-10,227330260.38,2005-06-10,115.0,PG-13,Action Comedy,Fox,Doug Liman,"Akiva Goldsman,Arnon Milchan",134200000.0,3451.0,"Brad Pitt,Angelina Jolie,Vince Vaughn,Adam Brody,Kerry Washington,Keith David,Michelle Monaghan*",Simon Kinberg,,John Powell,6,2005,1.22,65873.7352593,222064845.66,94576244.815
Mr. Brooks,45,2007-06-01,32831692.7,2007-06-01,120.0,R,Thriller,MGM,Bruce A. Evans,"Kevin Costner,Raynold Gideon,Jim Wilson",23000000.0,2453.0,"Kevin Costner,Demi Moore,William Hurt,Dane Cook,Marg Helgenberger,Danielle Panabaker","Bruce A. Evans,Raynold Gideon",John Lindley,Ramin Djawadi,6,2007,1.15,13384.3019568,87231996.13,75626376.22
Mr. Deeds,24,2002-06-28,166707356.64,2002-06-28,91.0,PG-13,Comedy,Sony / Columbia,Steven Brill,"Jack Giarraputo,Adam Sandler, ,(executive)",66000000.0,3239.0,"Adam Sandler,Winona Ryder,John Turturro,Peter Gallagher,Jared Harris,Steve Buscemi*,Rob Schneider*, ,(Cameo)",Tim Herlihy,,Teddy Castellucci,6,2002,1.32,51468.7732757,99064616.725,109520462.73
Mr. Peabody & Sherman,59,2014-03-07,112621494.3,2014-03-07,90.0,PG,Animation,Fox,Rob Minkoff,"Jason Clark, ,(executive),Eric Ellenbogen, ,(executive),Denise Nolan Cascino,Alex Schwartz,Tiffany Ward, ,(executive)",146450000.0,3951.0,"Ty Burrell, ,(Voice),Stephen Colbert ,(Voice),Ariel Winter ,(Voice),Patrick Warburton ,(Voice),Stanley Tucci, ,(Voice),Lake Bell*, ,(Voice),Leslie Mann*, ,(Voice),Mel Brooks* ,(Voice),Allison Janney* ,(Voice)",Craig Wright,,Danny Elfman,3,2014,1.01,28504.554366,220170193.86,161773279.77
Mr. Popper's Penguins,53,2011-06-17,72317919.12,2011-06-17,95.0,PG,Family Comedy,Fox,Mark S. Waters,John Davis,58300000.0,3342.0,"Jim Carrey,Carla Gugino,Philip Baker Hall",Sean Anders,,,6,2011,1.06,21639.1140395,125031130.179,66361475.773
Munich,74,2005-12-23,57832495.7,2005-12-23,164.0,R,Drama / Thriller,Universal,Steven Spielberg,"Kathleen Kennedy,Barry Mendel,Steven Spielberg,Colin Wilson",85400000.0,1498.0,"Mathieu Amalric,Eric Bana,Daniel Craig,Geoffrey Rush,Ciaran Hinds","Tony Kushner,Eric Roth",,John Williams,12,2005,1.22,38606.4724299,161380384.24,194414792.137
Muppets Most Wanted,61,2014-03-21,51694944.13,2014-03-21,112.0,PG,Family Comedy,Buena Vista,James Bobin,"David Hoberman,Nick Stoller, ,(executive)",50500000.0,3194.0,"Ricky Gervais,Ty Burrell,Tina Fey","James Bobin,Nick Stoller",,Christophe Beck,3,2014,1.01,16185.0169474,86755731.685,61969030.17
My Best Friend's Wedding,50,1997-06-20,127120029.0,1997-06-20,105.0,PG-13,Romantic Comedy,Sony / Columbia,P.J. Hogan,"Patricia Whitcher, ,(executive),Jerry Zucker",38000000.0,2376.0,"Julia Roberts,Dermot Mulroney,Cameron Diaz,Rupert Everett,Paul Giamatti*",,,James Newton Howard,6,1997,1.0,53501.6957071,119938730.0,69031504.5
My Dog Skip,61,2000-01-12,47105804.58,2000-01-14,95.0,PG,Family,Warner Bros.,Jay Russell,"Broderick Johnson,Mark Johnson,Andrew A. Kosove",8280000.0,2331.0,"Frankie Muniz,Diane Lane,Luke Wilson,Kevin Bacon",,James L. Carter,William Ross,1,2000,1.38,20208.4103732,62982189.005,72358349.72
My Sister's Keeper,51,2009-06-26,54612255.3,2009-06-26,106.0,PG-13,Drama,Warner Bros. (New Line),Nick Cassavetes,Mark Johnson,33300000.0,2606.0,"Cameron Diaz,Abigail Breslin,Alec Baldwin,Jason Patric,Joan Cusack,Thomas Dekker",,,Aaron Zigman,6,2009,1.11,20956.3527629,162297773.576,80224676.3114
My Soul to Take,25,2010-10-08,16071434.15,2010-10-08,107.0,R,Horror,Universal,Wes Craven,"Ryan Kavanaugh, ,(executive),Tucker Tooley, ,(executive)",27250000.0,2572.0,Max Thieriot,Wes Craven,,Marco Beltrami,10,2010,1.09,6248.61358865,38923866.626,55344190.2673
Mystery Men,65,1999-08-06,42559675.73,1999-08-06,122.0,PG,Fantasy Comedy,Universal,,"Lawrence Gordon,Lloyd Levin",97240000.0,2142.0,"Ben Stiller,Geoffrey Rush,William H. Macy,Janeane Garofalo,Hank Azaria,Greg Kinnear",,,Stephen Warbeck,8,1999,1.43,19869.1296592,176484651.0,66357801.5714
"Mystery, Alaska",49,1999-10-01,12715020.89,1999-10-01,119.0,R,Sports Comedy,Buena Vista,Jay Roach,"Shauna Robertson*, ,(associate)",40040000.0,1704.0,Russell Crowe,,Peter Deming,Carter Burwell,10,1999,1.43,7461.86671948,18636537.0,139534198.0
Mystic River,84,2003-10-08,116274396.39,2003-10-08,138.0,R,Crime Drama,Warner Bros.,Clint Eastwood,"Clint Eastwood,Robert Lorenz",32250000.0,1581.0,"Sean Penn,Tim Robbins,Laurence Fishburne,Kevin Bacon,Laura Linney,Emmy Rossum*",Brian Helgeland,,Clint Eastwood,10,2003,1.29,73544.8427514,173608259.868,55980546.78
Nanny McPhee,59,2006-01-27,55630049.8,2006-01-27,98.0,PG,Family,Universal,Kirk Jones,"Tim Bevan,Eric Fellner",29500000.0,2148.0,"Emma Thompson,Colin Firth,Angela Lansbury,Imelda Staunton*",,,,1,2006,1.18,25898.5334264,90099610.1067,55258512.0012
Nanny McPhee Returns,52,2010-08-20,31622224.35,2010-08-20,100.0,PG,Family,Universal,Susanna White,"Tim Bevan,Eric Fellner",38150000.0,2798.0,"Emma Thompson,Maggie Gyllenhaal,Ralph Fiennes,Maggie Smith,Rhys Ifans,Ewan McGregor",Emma Thompson,,James Newton Howard,8,2010,1.09,11301.7242137,140901025.008,50337680.4404
National Treasure,39,2004-11-19,217991206.44,2004-11-19,131.0,PG,Adventure,Buena Vista,Jon Turteltaub,Jerry Bruckheimer,126000000.0,3243.0,"Nicolas Cage,Diane Kruger,Justin Bartha,Sean Bean,Jon Voight,Harvey Keitel,Christopher Plummer","Ted Elliott*,Terry Rossio*",,Trevor Rabin,11,2004,1.26,67218.9967438,186254575.65,135990870.726
Natural Born Killers,74,1994-08-26,50282766.0,1994-08-26,182.0,R,Crime,Warner Bros.,Oliver Stone,"Arnon Milchan, ,(executive producer),Don Murphy,Clayton Townsend",34000000.0,1904.0,"Woody Harrelson,Juliette Lewis,Tom Sizemore,Rodney Dangerfield,Jared Harris,Robert Downey, Jr.,Tommy Lee Jones",Quentin Tarantino*,,,8,1994,1.0,26409.0157563,57504069.0,62130403.6667
Neighbors,68,2014-05-09,151658974.0,2014-05-09,96.0,R,Comedy,Universal,Nick Stoller,"Andrew J. Cohen, ,(executive),Evan Goldberg,Brendan O'Brien, ,(executive),Seth Rogen,James Weaver",18180000.0,3311.0,"Seth Rogen,Rose Byrne,Zac Efron,Dave Franco,Christopher Mintz-Plasse,Craig Roberts*,Jerrod Carmichael","Andrew J. Cohen,Brendan O'Brien",,,5,2014,1.01,45804.5829055,110590772.567,103499606.04
Next Friday,41,2000-01-12,79113472.14,2000-01-12,98.0,R,Comedy,New Line,Steve Carr,Ice Cube,15180000.0,1420.0,Ice Cube,Ice Cube,,Terence Blanchard,1,2000,1.38,55713.7127746,57234681.4933,27467564.0
Nick and Norah's Infinite Playlist,64,2008-10-03,34950895.23,2008-10-03,90.0,PG-13,Drama,Sony / Columbia,,Chris Weitz,11100000.0,2421.0,"Andy Samberg*,Michael Cera,Kat Dennings,Jay Baruchel",Lorene Scafaria,,Mark Mothersbaugh,10,2008,1.11,14436.5531722,152351132.325,121119102.37
Night at the Museum: Battle of the Smithsonian,42,2009-05-22,196740530.31,2009-05-22,105.0,PG,Family Adventure,Fox,Shawn Levy,"Chris Columbus,Thomas M. Hammel, ,(executive)",166500000.0,4101.0,"Ben Stiller,Amy Adams,Owen Wilson,Hank Azaria,Robin Williams,Christopher Guest,Steve Coogan,Ricky Gervais,Bill Hader,Jonah Hill,Jay Baruchel*,Mindy Kaling*",Thomas Lennon & Ben Garant,,Alan Silvestri,5,2009,1.11,47973.7942721,133528069.14,171365721.262
Night at the Museum: Secret of the Tomb,47,2014-12-19,114884087.21,2014-12-19,97.0,PG,Family Adventure,Fox,Shawn Levy,"Chris Columbus,Shawn Levy",128270000.0,3914.0,"Dan Stevens,Ben Stiller,Robin Williams,Owen Wilson,Rebel Wilson,Ben Kingsley,Dick Van Dyke,Steve Coogan,Ricky Gervais","David Guion,Michael Handelman",,Alan Silvestri,12,2014,1.01,29352.0917757,113238339.156,151560356.117
Nightcrawler,76,2014-10-31,32705029.17,2014-10-31,117.0,R,Crime Drama,Open Road Films,Dan Gilroy,"Jennifer Fox,Tony Gilroy,Jake Gyllenhaal",8585000.0,2766.0,"Jake Gyllenhaal,Bill Paxton,Rene Russo,Riz Ahmed",Dan Gilroy,,James Newton Howard,10,2014,1.01,11823.9440239,156381546.604,60051266.384
Nine,49,2009-12-18,21841431.15,2009-12-18,110.0,PG-13,Drama,Weinstein Company,Rob Marshall,"John DeLuca,Ryan Kavanaugh, ,(executive),Marc Platt,Tucker Tooley, ,(executive)",88800000.0,1412.0,"Daniel Day-Lewis,Kate Hudson,Penelope Cruz,Nicole Kidman,Judi Dench,Marion Cotillard,Sophia Loren,Stacy Ferguson",,,,12,2009,1.11,15468.4356586,110711059.696,78896047.0033
Ninja Assassin,34,2009-11-25,42316400.13,2009-11-25,99.0,R,Action,Warner Bros.,James McTeigue,"Jon Jashni, ,(executive),Joel Silver,Thomas Tull, ,(executive),Andy & Lana Wachowski",44400000.0,2503.0,Naomie Harris,,,Ilan Eshkeri,11,2009,1.11,16906.272525,175562252.635,194252902.381
Nixon,66,1995-12-20,13681765.0,1995-12-22,212.0,R,Drama / Thriller,Buena Vista,Oliver Stone,"Dan Halsted, ,(Co-producer),Clayton Townsend",44000000.0,977.0,"Anthony Hopkins,Joan Allen,Powers Boothe,Ed Harris,Bob Hoskins,E.G. Marshall,David Paymer,David Hyde Pierce,Paul Sorvino,Mary Steenburgen,J.T. Walsh,James Woods",,,John Williams,12,1995,1.0,14003.8536336,141340178.0,97164019.6667
Noah,68,2014-03-28,102212044.44,2014-03-28,138.0,PG-13,Drama,Paramount,Darren Aronofsky,"Ari Handel, ,(executive),Arnon Milchan,Mary Parent",126250000.0,3571.0,"Russell Crowe,Jennifer Connelly,Emma Watson,Anthony Hopkins,Logan Lerman,Ray Winstone,Nick Nolte*,Kevin Durand*,Frank Langella*","Darren Aronofsky,Ari Handel",,,3,2014,1.01,28622.8071801,283820884.808,116580599.02
Non-Stop,56,2014-02-28,93090286.0,2014-02-28,110.0,PG-13,Thriller,Universal,Jaume Collet-Serra,"Alex Heineman,Joel Silver,Jeff Wadlow, ,(executive)",50500000.0,3183.0,"Liam Neeson,Julianne Moore,Michelle Dockery,Corey Stoll,Lupita Nyong'o,Scoot McNairy","Ryan Engle,John W. Richardson,Chris Roach",,John Ottman,2,2014,1.01,29246.0841973,113057505.376,77932795.3906
Norbit,27,2007-02-09,110024648.05,2007-02-09,110.0,PG-13,Romantic Comedy,Paramount (DreamWorks),Brian Robbins,"John Davis,Brian Robbins, ,(executive),Michael Tollin",69000000.0,3145.0,"Eddie Murphy,Thandie Newton,Cuba Gooding, Jr.,Eddie Griffin","Charles Q. Murphy,Eddie Murphy,David Ronn,Jay Scherick",J. Clark Mathis,,2,2007,1.15,34983.989841,133917975.377,70301980.5967
North Country,68,2005-10-14,22372020.84,2005-10-21,126.0,R,Drama,Warner Bros.,Niki Caro,"Jeff Skoll, ,(executive),Nick Wechsler",42700000.0,2555.0,"Charlize Theron,Frances McDormand,Sean Bean,Woody Harrelson,Richard Jenkins,Sissy Spacek,Jeremy Renner,Amber Heard*,Michelle Monaghan*",,,,10,2005,1.22,8756.17254012,224697553.02,38500763.66
Not Another Teen Movie,32,2001-12-14,51258060.56,2001-12-14,89.0,R,Comedy,Sony / Columbia,,Neal H. Moritz,20100000.0,2365.0,"Chris Evans,Melissa Joan Hart,Mia Kirshner,Randy Quaid,Josh Radnor*",,,Theodore Shapiro,12,2001,1.34,21673.5985455,90699599.65,55122269.7564
Notting Hill,66,1999-05-28,166008239.54,1999-05-28,124.0,PG-13,Romantic Comedy,Universal,,"Tim Bevan, ,(executive producer),Eric Fellner, ,(executive producer)",60060000.0,2786.0,"Julia Roberts,Hugh Grant,Rhys Ifans,Alec Baldwin*, ,(Cameo)",,,Trevor Jones,5,1999,1.43,59586.5899282,104835057.667,42325535.0758
Novocaine,45,2001-11-16,2729153.88,2001-11-16,95.0,R,Comedy Thriller,Artisan,,"Michelle Weisler, ,(executive)",10720000.0,189.0,"Kevin Bacon*,Helena Bonham Carter,Steve Martin",,,,11,2001,1.34,14439.967619,84285429.365,4169470.3
Now You See Me,50,2013-05-31,120078468.78,2013-05-31,116.0,PG-13,Thriller,Lionsgate/Summit,Louis Leterrier,"Bobby Cohen, ,(executive)",76500000.0,3082.0,"Jesse Eisenberg,Isla Fisher,Morgan Freeman,Woody Harrelson,Mark Ruffalo,Dave Franco,Melanie Laurent,Michael Caine","Edward Ricourt,Ed Solomon,Boaz Yakin",Larry Fong,Brian Tyler,5,2013,1.02,38961.2163465,145804518.466,67204009.6775
Nurse Betty,69,2000-09-08,34734674.52,2000-09-08,110.0,R,Comedy,USA Films,Neil LaBute,Steve Golin,48300000.0,1491.0,"Morgan Freeman,Renee Zellweger,Chris Rock,Greg Kinnear,Aaron Eckhart",,,Rolfe Kent,9,2000,1.38,23296.2270423,93785237.3867,11827062.4267
Oblivion,54,2013-04-19,90889379.7,2013-04-19,125.0,PG-13,Sci-Fi Adventure,Universal,Joseph Kosinski,"Peter Chernin,Dylan Clark,Joseph Kosinski",122400000.0,3792.0,"Tom Cruise,Morgan Freeman,Olga Kurylenko,Nikolaj Coster-Waldau,Melissa Leo,Andrea Riseborough","Michael Arndt,Karl Gajdusek,Joseph Kosinski",,,4,2013,1.02,23968.7182753,129437967.561,187365796.1
Observe and Report,54,2009-04-10,26648129.64,2009-04-10,106.0,R,Comedy,Warner Bros.,Jody Hill,"Jon Jashni, ,(executive),Thomas Tull, ,(executive)",19980000.0,2727.0,"Jesse Plemons,Seth Rogen,Anna Faris,Ray Liotta,Michael Pena,Patton Oswalt,Aziz Ansari,Danny McBride*",,,,4,2009,1.11,9771.95806381,237412502.1,221345144.182
Obsessed,25,2009-04-24,75770424.84,2009-04-24,105.0,PG-13,Thriller,Sony / Screen Gems,,Will Packer,22200000.0,2634.0,"Beyonce Knowles,Idris Elba,Ali Larter,Christine Lahti,Bruce McGill",,,,4,2009,1.11,28766.2964465,106678543.865,48766407.8967
October Sky,71,1999-02-19,46543354.0,1999-02-19,115.0,PG,Period Drama,Universal,Joe Johnston,Larry J. Franco,35750000.0,1702.0,"Chris Cooper,Jake Gyllenhaal",Lewis Colick,,Mark Isham,2,1999,1.43,27346.2714454,1345015.0,162831698.0
Oculus,61,2014-04-11,27972198.46,2014-04-11,105.0,R,Horror,Relativity,Mike Flanagan,"Marc D. Evans,Trevor Macy",5050000.0,2648.0,"Karen Gillan,Brenton Thwaites,Katee Sackhoff,Rory Cochrane","Mike Flanagan,Jeff Howard",,,4,2014,1.01,10563.5190559,107786128.2,68820107.1133
Old Dogs,19,2009-11-25,54936186.6,2009-11-25,88.0,PG,Family Comedy,Buena Vista,Walter Becker,Andrew Panay,38850000.0,3425.0,"John Travolta,Robin Williams,Seth Green,Kelly Preston,Matt Dillon,Dax Shepard",,,John Debney,11,2009,1.11,16039.7625109,141037443.612,98235620.74
Old School,54,2003-02-21,97504769.97,2003-02-21,91.0,R,Comedy,DreamWorks,Todd Phillips,"Joe Medjuck,Todd Phillips,Tom Pollock, ,(executive),Ivan Reitman, ,(executive producer)",30960000.0,2742.0,"Luke Wilson,Will Ferrell,Vince Vaughn,Snoop Dogg*, ,(Cameo)","Scot Armstrong,Todd Phillips",,Theodore Shapiro,2,2003,1.29,35559.7264661,98730096.8149,72380375.87
Oliver Twist,65,2005-09-23,2537991.62,2005-09-23,130.0,PG-13,Period Drama,Sony / Columbia,Roman Polanski,Roman Polanski,73200000.0,779.0,"Ben Kingsley,Mark Strong",,,Rachel Portman,9,2005,1.22,3258.01234917,28340311.4467,34374222.66
Olympus Has Fallen,41,2013-03-22,100904152.8,2013-03-22,120.0,R,Thriller,FilmDistrict,Antoine Fuqua,"Peter Schlessel, ,(executive)",71400000.0,3106.0,"Gerard Butler,Aaron Eckhart,Morgan Freeman,Angela Bassett,Robert Forster,Cole Hauser,Ashley Judd,Melissa Leo,Dylan McDermott,Radha Mitchell","Katrin Benedikt,Creighton Rothenberger",,Trevor Morris,3,2013,1.02,32486.8489375,164029822.29,43843579.38
Once Upon a Time in Mexico,56,2003-09-12,72704116.2,2003-09-12,97.0,R,Action,Sony / Columbia,Robert Rodriguez,Robert Rodriguez,37410000.0,3289.0,"Antonio Banderas,Salma Hayek,Johnny Depp,Mickey Rourke,Eva Mendes,Willem Dafoe",Robert Rodriguez,,,9,2003,1.29,22105.2344786,83028679.602,108592580.1
One Day,48,2011-08-19,14674397.26,2011-08-19,107.0,PG-13,Romance,Focus Features,Lone Scherfig,Nina Jacobson,15900000.0,1725.0,"Anne Hathaway,Jim Sturgess,Patricia Clarkson,Romola Garai",David Nicholls,,Rachel Portman,8,2011,1.06,8506.89696232,129490540.788,62812199.175
One Night at McCool's,46,2001-04-27,8429501.82,2001-04-27,93.0,R,Crime Comedy,USA Films,Harald Zwart,"Michael Douglas,Allison Lyon Segan",24120000.0,1818.0,"Liv Tyler,Matt Dillon,John Goodman,Paul Reiser,Michael Douglas",,,Marc Shaiman,4,2001,1.34,4636.68966997,75835140.5533,121554774.0
Open Range,67,2003-08-15,75247317.66,2003-08-15,139.0,R,Western,Buena Vista,Kevin Costner,"Kevin Costner,David Valdes",28380000.0,2268.0,"Robert Duvall,Kevin Costner,Annette Bening,Diego Luna",,,Michael Kamen,8,2003,1.29,33177.8296561,71543430.396,96124478.725
Original Sin,33,2001-08-03,22155856.14,2001-08-03,116.0,R,Romantic Thriller,MGM,,"Denise Di Novi,David Hoberman, ,(executive)",56280000.0,2194.0,"Antonio Banderas,Thomas Jane,Angelina Jolie",,,Terence Blanchard,8,2001,1.34,10098.3847493,78368141.3,68220914.176
Out of the Furnace,63,2013-12-04,11557465.98,2013-12-04,106.0,R,Thriller,Relativity,Scott Cooper,"Riza Aziz, ,(executive),Leonardo DiCaprio,Ryan Kavanaugh,Joey McFarland, ,(executive),Ridley Scott,Tony Scott,Tucker Tooley, ,(executive)",22440000.0,2101.0,"Christian Bale,Casey Affleck,Zoe Saldana,Sam Shepard,Woody Harrelson,Forest Whitaker,Willem Dafoe","Scott Cooper,Brad Ingelsby",,,12,2013,1.02,5500.93573536,123077226.591,68828510.5519
Out of Time,63,2003-10-03,53004610.05,2003-10-03,105.0,PG-13,Crime Thriller,MGM,Carl Franklin,Neal H. Moritz,64500000.0,3076.0,"Denzel Washington,Eva Mendes,Sanaa Lathan",,Theo Van de Sande,Graeme Revell,10,2003,1.29,17231.6677666,73985391.178,78527958.0465
Outlander,40,2009-01-23,184263.33,2009-01-23,115.0,R,Sci-Fi Adventure,Third Rail Releasing,,"Don Carmody, ,(executive)",55500000.0,81.0,"James Caviezel,John Hurt,Ron Perlman,Sophia Myles",,,Geoff Zanelli,1,2009,1.11,2274.85592593,88123803.868,41641057.049
P.S. I Love You,39,2007-12-21,61750179.2,2007-12-21,126.0,PG-13,Romance,Warner Bros.,Richard LaGravenese,"Broderick Johnson,Andrew A. Kosove,Molly Smith",34500000.0,2471.0,"Hilary Swank,Gerard Butler,Lisa Kudrow,Gina Gershon,Kathy Bates,James Marsters,Harry Connick Jr.,Jeffrey Dean Morgan","Richard LaGravenese,Steven Rogers",,John Powell,12,2007,1.15,24989.9551599,108482797.087,45480525.595
Pacific Rim,64,2013-07-12,103838964.12,2013-07-12,131.0,PG-13,Sci-Fi Action,Warner Bros.,Guillermo del Toro,"Jon Jashni,Mary Parent,Thomas Tull",193800000.0,3285.0,"Charlie Hunnam,Rinko Kikuchi,Idris Elba,Charlie Day,Ron Perlman","Travis Beachem,Guillermo del Toro",,Ramin Djawadi,7,2013,1.02,31610.0347397,71998779.225,176299664.808
Paddington,77,2015-01-16,76271832.0,2015-01-16,95.0,PG,Family,Weinstein / Dimension,Paul King,David Heyman,55000000.0,3355.0,"Hugh Bonneville,Sally Hawkins,Nicole Kidman,Ben Whishaw, ,(Voice),Jim Broadbent,Julie Walters",Paul King,,Nick Urata,1,2015,1.0,22733.7800298,316534688.08,257962394.136
Pan,36,2015-10-09,35088320.0,2015-10-09,111.0,PG,Fantasy,Warner Bros.,Joe Wright,Greg Berlanti,150000000.0,3515.0,"Hugh Jackman,Garrett Hedlund,Amanda Seyfried,Rooney Mara",,,,10,2015,1.0,9982.45234708,134404107.455,123597242.32
Pandorum,28,2009-09-25,11467246.83,2009-09-25,108.0,R,Sci-Fi Horror,Overture Films,Christian Alvart,"Paul W.S. Anderson,Jeremy Bolt,Robert Kulzer",36630000.0,2506.0,"Dennis Quaid,Ben Foster,Cam Gigandet",Christian Alvart,,,9,2009,1.11,4575.91653232,96307738.82,52594214.06
Panic,77,2001-01-12,1075209.06,2000-12-01,88.0,R,Crime Drama,Roxie,,Andrew Lazar,1380000.0,11.0,"William H. Macy,Neve Campbell,Donald Sutherland",,,Brian Tyler,12,2000,1.38,97746.2781818,86805916.375,47771935.516
Panic Room,65,2002-03-29,127244480.88,2002-03-29,112.0,R,Thriller,Sony / Columbia,David Fincher,"Cean Chaffin,Gavin Polone",63360000.0,3119.0,"Jodie Foster,Kristen Stewart,Forest Whitaker,Dwight Yoakam,Jared Leto",David Koepp,Darius Khondji,Howard Shore,3,2002,1.32,40796.5632831,95936647.2,52953045.86
Paper Towns,56,2015-07-24,32000304.0,2015-07-24,109.0,PG-13,Drama,Fox,Jake Schreier,"Marty Bowen,Wyck Godfrey,Scott Neustadter, ,(executive),Michael H. Weber, ,(executive)",12000000.0,3031.0,"Nat Wolff,Cara Delevigne","Scott Neustadter,Michael H. Weber",,,7,2015,1.0,10557.6720554,126121073.5,162273135.099
